event_name,medal,medalist_name,medalist_wikidata_id,country_medal,delegation_name,sex_or_gender
field hockey at the 2020 Summer Olympics – men's tournament,bronze,Simranjeet Singh,Q55584905,India,India at the 2020 Summer Olympics,male
field hockey at the 2020 Summer Olympics – men's tournament,bronze,Vivek Prasad,Q51754050,India,India at the 2020 Summer Olympics,male
field hockey at the 2020 Summer Olympics – women's tournament,silver,Valentina Raposo,Q105988689,Argentina,Argentina at the 2020 Summer Olympics,female
field hockey at the 2020 Summer Olympics – women's tournament,bronze,Fiona Crackles,Q100965441,United Kingdom,Great Britain at the 2020 Summer Olympics,female
field hockey at the 2020 Summer Olympics – women's tournament,bronze,Isabelle Petter,Q64650812,United Kingdom,Great Britain at the 2020 Summer Olympics,female
gymnastics at the 2020 Summer Olympics – men's vault,gold,Shin Jea-hwan,Q107512099,South Korea,South Korea at the 2020 Summer Olympics,male
judo at the 2020 Summer Olympics – men's 90 kg,bronze,Davlat Bobonov,Q56434431,Uzbekistan,Uzbekistan at the 2020 Summer Olympics,male
judo at the 2020 Summer Olympics – women's 70 kg,silver,Michaela Polleres,Q52768029,Austria,Austria at the 2020 Summer Olympics,female
judo at the 2020 Summer Olympics – mixed team event,silver,Shoichiro Mukai,Q28068997,Japan,Japan at the 2020 Summer Olympics,male
judo at the 2020 Summer Olympics – mixed team event,bronze,Johannes Frey,Q106676575,Germany,Germany at the 2020 Summer Olympics,male
judo at the 2020 Summer Olympics – mixed team event,bronze,Giovanna Scoccimarro,Q29524740,Germany,Germany at the 2020 Summer Olympics,female
Karate at the 2020 Summer Olympics – Men's 67 kg,bronze,Darkhan Assadilov,Q3016311,Kazakhstan,Kazakhstan at the 2020 Summer Olympics,male
Karate at the 2020 Summer Olympics – Women's kata,silver,Kiyou Shimizu,Q18684623,Japan,Japan at the 2020 Summer Olympics,female
Karate at the 2020 Summer Olympics – Women's kata,bronze,Grace Lau,Q93729522,Japan,Hong Kong at the 2020 Summer Olympics,female
karate at the 2020 Summer Olympics – women's 61 kg,bronze,Giana Mohamed Farouk,Q24262923,Egypt,Egypt at the 2020 Summer Olympics,female
Karate at the 2020 Summer Olympics – Women's +61 kg,gold,Feryal Abdelaziz,Q86833068,Egypt,Egypt at the 2020 Summer Olympics,female
modern pentathlon at the 2020 Summer Olympics – men's,silver,Ahmed El-Gendy,Q99232188,Egypt,Egypt at the 2020 Summer Olympics,male
rowing at the 2020 Summer Olympics – men's double sculls,bronze,Liu Zhiyu,Q61746307,People's Republic of China,China at the 2020 Summer Olympics,male
rowing at the 2020 Summer Olympics – men's quadruple sculls,bronze,Jack Cleary,Q106924541,Australia,Australia at the 2020 Summer Olympics,male
rowing at the 2020 Summer Olympics – men's quadruple sculls,bronze,Caleb Antill,Q56633225,Australia,Australia at the 2020 Summer Olympics,male
rowing at the 2020 Summer Olympics – men's quadruple sculls,bronze,Luke Letcher,Q66058217,Australia,Australia at the 2020 Summer Olympics,male
rowing at the 2020 Summer Olympics – men's eight,bronze,James Rudkin,Q61708029,United Kingdom,Great Britain at the 2020 Summer Olympics,male
rowing at the 2020 Summer Olympics – lightweight men's double sculls,gold,Fintan McCarthy,Q61722216,Ireland,Ireland at the 2020 Summer Olympics,male
rowing at the 2020 Summer Olympics – women's double sculls,bronze,Roos de Jong,Q61712453,Netherlands,Netherlands at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's double sculls,bronze,Lisa Scheenaard,Q47465462,Netherlands,Netherlands at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's quadruple sculls,gold,Chen Yunxia,Q66934283,People's Republic of China,China at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's quadruple sculls,gold,Cui Xiaotong,Q47462831,People's Republic of China,China at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's quadruple sculls,bronze,Ria Thompson,Q107137671,Australia,Australia at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's quadruple sculls,bronze,Harriet Hudson,Q107124964,Australia,Australia at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's quadruple sculls,bronze,Caitlin Cronin,Q61751125,Australia,Australia at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's coxless four,silver,Veronique Meester,Q47465546,Netherlands,Netherlands at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's eight,gold,Madison Mailey,Q61448344,Canada,Canada at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's eight,gold,Sydney Payne,Q61448566,Canada,Canada at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's eight,bronze,Ju Rui,Q47462825,People's Republic of China,China at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's eight,bronze,Li Jingjing,Q107636283,People's Republic of China,China at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's eight,bronze,Wang Zifeng,Q107642086,People's Republic of China,China at the 2020 Summer Olympics,female
rowing at the 2020 Summer Olympics – women's eight,bronze,Xu Fei,Q107642090,People's Republic of China,China at the 2020 Summer Olympics,female
rugby sevens at the 2020 Summer Olympics – men's tournament,gold,Napolioni Bolaca,Q90294287,Fiji,Fiji at the 2020 Summer Olympics,male
rugby sevens at the 2020 Summer Olympics – men's tournament,gold,Meli Derenalagi,Q63106324,Fiji,Fiji at the 2020 Summer Olympics,male
rugby sevens at the 2020 Summer Olympics – men's tournament,gold,Sireli Maqala,Q107673245,Fiji,Fiji at the 2020 Summer Olympics,male
rugby sevens at the 2020 Summer Olympics – men's tournament,gold,Iosefo Masi,Q107660091,Fiji,Fiji at the 2020 Summer Olympics,male
rugby sevens at the 2020 Summer Olympics – men's tournament,gold,Waisea Nacuqu,Q58836605,Fiji,Fiji at the 2020 Summer Olympics,male
rugby sevens at the 2020 Summer Olympics – men's tournament,gold,Kalione Nasoko,Q59306050,Fiji,Fiji at the 2020 Summer Olympics,male
rugby sevens at the 2020 Summer Olympics – men's tournament,gold,Asaeli Tuivuaka,Q107659092,Fiji,Fiji at the 2020 Summer Olympics,male
rugby sevens at the 2020 Summer Olympics – men's tournament,gold,Josua Vakurunabili,Q107659107,Fiji,Fiji at the 2020 Summer Olympics,male
rugby sevens at the 2020 Summer Olympics – men's tournament,silver,Ngarohi McGarvey-Black,Q107395749,New Zealand,New Zealand at the 2020 Summer Olympics,male
rugby sevens at the 2020 Summer Olympics – men's tournament,silver,Amanaki Nicole,Q107660099,New Zealand,New Zealand at the 2020 Summer Olympics,male
rugby sevens at the 2020 Summer Olympics – women's tournament,gold,Tenika Willison,Q100977397,New Zealand,New Zealand at the 2020 Summer Olympics,female
rugby sevens at the 2020 Summer Olympics – women's tournament,silver,Anne-Cécile Ciofani,Q55775720,France,France at the 2020 Summer Olympics,female
rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,Lavena Cavuru,Q107718897,Fiji,Fiji at the 2020 Summer Olympics,female
rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,Raijieli Daveau,Q26250582,Fiji,Fiji at the 2020 Summer Olympics,female
rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,Sesenieli Donu,Q107721862,Fiji,Fiji at the 2020 Summer Olympics,female
rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,Laisana Likuceva,Q107718896,Fiji,Fiji at the 2020 Summer Olympics,female
rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,Ana Naimasi,Q107688384,Fiji,Fiji at the 2020 Summer Olympics,female
rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,Aloesi Nakoci,Q107721858,Fiji,Fiji at the 2020 Summer Olympics,female
rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,Ana Maria Roqica,Q26236494,Fiji,Fiji at the 2020 Summer Olympics,female
rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,Vasiti Solikoviti,Q107721883,Fiji,Fiji at the 2020 Summer Olympics,female
rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,Lavenia Tinai,Q26209343,Fiji,Fiji at the 2020 Summer Olympics,female
rugby sevens at the 2020 Summer Olympics – women's tournament,bronze,Reapi Uluinasau,Q107718848,Fiji,Fiji at the 2020 Summer Olympics,female
sailing at the 2020 Summer Olympics – men's RS:X,bronze,Bi Kun,Q107649390,People's Republic of China,China at the 2020 Summer Olympics,male
sailing at the 2020 Summer Olympics – Laser,gold,Matthew Wearn,Q85874522,Australia,Australia at the 2020 Summer Olympics,male
sailing at the 2020 Summer Olympics – Nacra 17,silver,NA,NA,United Kingdom,Great Britain at the 2020 Summer Olympics,NA
shooting at the 2020 Summer Olympics – men's 50 metre rifle three positions,gold,Zhang Changhong,Q107747982,People's Republic of China,China at the 2020 Summer Olympics,male
shooting at the 2020 Summer Olympics – men's trap,bronze,Matthew Coward-Holley,Q65031082,United Kingdom,Great Britain at the 2020 Summer Olympics,male
shooting at the 2020 Summer Olympics – women's 10 metre air pistol,bronze,Jiang Ranxin,Q56486658,People's Republic of China,China at the 2020 Summer Olympics,female
shooting at the 2020 Summer Olympics – women's 25 metre pistol,bronze,Xiao Jiaruixuan,Q107709967,People's Republic of China,China at the 2020 Summer Olympics,female
shooting at the 2020 Summer Olympics – women's skeet,bronze,Wei Meng,Q23902439,People's Republic of China,China at the 2020 Summer Olympics,female
shooting at the 2020 Summer Olympics – mixed 10 metre air pistol,gold,Jiang Ranxin,Q56486658,People's Republic of China,China at the 2020 Summer Olympics,female
swimming at the 2020 Summer Olympics – men's 4 × 100 metre freestyle relay,bronze,Matthew Temple,Q65852434,Australia,Australia at the 2020 Summer Olympics,male
swimming at the 2020 Summer Olympics – men's 4 × 100 metre freestyle relay,bronze,Zac Incerti,Q34014126,Australia,Australia at the 2020 Summer Olympics,male
swimming at the 2020 Summer Olympics – men's 4 × 200 metre freestyle relay,bronze,Zac Incerti,Q34014126,Australia,Australia at the 2020 Summer Olympics,male
swimming at the 2020 Summer Olympics – men's 4 × 200 metre freestyle relay,bronze,Thomas Neill,Q107674938,Australia,Australia at the 2020 Summer Olympics,male
swimming at the 2020 Summer Olympics – women's 4 × 100 metre freestyle relay,bronze,Catie Deloof,Q107297865,United States of America,United States at the 2020 Summer Olympics,female
swimming at the 2020 Summer Olympics – women's 4 × 100 metre medley relay,silver,Claire Curzan,Q104879458,United States of America,United States at the 2020 Summer Olympics,female
swimming at the 2020 Summer Olympics – mixed 4 × 100 metre medley relay,bronze,Matthew Temple,Q65852434,Australia,Australia at the 2020 Summer Olympics,male
taekwondo at the 2020 Summer Olympics – women's +67 kg,bronze,Althéa Laurin,Q77977043,France,France at the 2020 Summer Olympics,female
water polo at the 2020 Summer Olympics – men's tournament,silver,Emmanouil Zerdevas,Q107743819,Greece,Greece at the 2020 Summer Olympics,male
water polo at the 2020 Summer Olympics – men's tournament,silver,Konstantinos Gkiouvetsis,Q107743695,Greece,Greece at the 2020 Summer Olympics,male
water polo at the 2020 Summer Olympics – men's tournament,bronze,Szilárd Jansik,Q107743708,Hungary,Hungary at the 2020 Summer Olympics,male
boxing at the 2020 Summer Olympics – men's flyweight,bronze,Saken Bibossinov,Q68045840,Kazakhstan,Kazakhstan at the 2020 Summer Olympics,male
judo at the 2020 Summer Olympics – mixed team event,bronze,Raz Hershko,Q106353796,Israel,Israel at the 2020 Summer Olympics,female
judo at the 2020 Summer Olympics – mixed team event,bronze,Li Kochman,Q64816214,Israel,Israel at the 2020 Summer Olympics,male
Karate at the 2020 Summer Olympics – Men's 67 kg,bronze,Abdelrahman Al-Masatfa,Q107198429,Jordan,Jordan at the 2020 Summer Olympics,male
Karate at the 2020 Summer Olympics – Men's +75 kg,bronze,Uğur Aktaş,Q30112512,Turkey,Turkey at the 2020 Summer Olympics,NA
taekwondo at the 2020 Summer Olympics – men's 80 kg,bronze,Seif Eissa,Q18043783,Egypt,Egypt at the 2020 Summer Olympics,male
wrestling at the 2020 Summer Olympics – men's Greco-Roman 67 kg,bronze,Mohamed Ibrahim El-Sayed,Q23764813,Egypt,Egypt at the 2020 Summer Olympics,male
Wrestling at the 2020 Summer Olympics – Women's freestyle 50 kg,bronze,Sarah Hildebrandt,Q18434125,United States of America,United States at the 2020 Summer Olympics,female
